run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
woocommerce_tracking,load-test.js,5,1,17.46638296331194,276.7632936,295.577067,0,293.7024247,0
woocommerce_tracking,load-test.js,5,2,17.707914060262635,266.595831,274.8479291499999,0,268.9746467,0
woocommerce_tracking,load-test.js,5,3,17.670460079177474,268.54921049999996,278.94795624999995,0,272.48203675,0
woocommerce_tracking,load-test.js,10,1,20.46946524643763,481.3553759,505.98799879999984,0,500.2499426499999,0
woocommerce_tracking,load-test.js,10,2,20.548110148956532,476.9516669,496.50641944999995,0,491.23110284999996,0
woocommerce_tracking,load-test.js,10,3,20.245860109216718,477.5141496,490.7555340999999,0,484.47172239999986,0
woocommerce_tracking,load-test.js,25,1,21.19835918388349,1193.2433722,1246.4357660499995,0,1238.75740095,0
woocommerce_tracking,load-test.js,25,2,21.321421132538372,1189.0829644,1243.9389479999998,0,1238.4512281999998,0
woocommerce_tracking,load-test.js,25,3,21.17167016750648,1197.9989565,1251.879853,0,1242.7511515,0
woocommerce_tracking,load-test.js,50,1,21.43935669025136,2365.625518,2501.07361075,0,2494.2656115,0
woocommerce_tracking,load-test.js,50,2,21.362399623199206,2353.5413912,2454.6825792,0,2448.2136275999997,0
woocommerce_tracking,load-test.js,50,3,21.40602405273453,2369.3298962,2490.2206879999994,0,2481.2454339999995,0
