run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
product-cache-on,load-test.js,5,1,18.391896691138427,266.5841369,275.2278559,0,269.87667555,0
product-cache-on,load-test.js,5,2,19.30965197415382,246.86877850000002,255.09806325,0,250.132905,0
product-cache-on,load-test.js,5,3,19.299925467932578,247.0300048,255.8428154,0,250.6724908,0
product-cache-on,load-test.js,10,1,22.098182836666954,440.279785,458.8861237999999,0,453.3647051999999,0
product-cache-on,load-test.js,10,2,22.34656323834477,441.341584,460.361496,0,455.272531,0
product-cache-on,load-test.js,10,3,22.356619303670996,438.18181860000004,459.7178818,0,454.99734279999996,0
product-cache-on,load-test.js,25,1,21.590247064321186,1218.5333172,1241.59888,0,1239.0547774,0
product-cache-on,load-test.js,25,2,22.975611604539726,1083.6861283,1149.364967,0,1143.9506866999998,0
product-cache-on,load-test.js,25,3,23.051963105282372,1094.3871629999999,1148.8008748,0,1143.6063204,0
product-cache-on,load-test.js,50,1,23.099044532547378,2182.4984556,2262.4035194,0,2253.5229552,0
product-cache-on,load-test.js,50,2,23.105481582939902,2226.669554,2327.535076,0,2322.0851485000003,0
product-cache-on,load-test.js,50,3,21.92806912806175,2377.6838208,2401.9578003,0,2396.3561474999997,0
