run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
sqlite-no-apcu,load-test.js,5,1,23.12177111405731,214.721593,221.3126552,0,215.27941979999994,0
sqlite-no-apcu,load-test.js,5,2,23.07040068895597,215.40736199999998,225.32693275,0,218.315053,0
sqlite-no-apcu,load-test.js,5,3,23.192758881425984,212.83726380000002,220.07379059999994,0,214.3288345999999,0
sqlite-no-apcu,load-test.js,10,1,27.809625278993014,372.2103126,384.1125998,0,378.15744309999997,0
sqlite-no-apcu,load-test.js,10,2,27.91392705961427,371.19159759999997,380.8588334,0,374.65116559999996,0
sqlite-no-apcu,load-test.js,10,3,27.776670597607108,373.0406904,383.5903954,0,377.46529739999994,0
sqlite-no-apcu,load-test.js,25,1,28.596609826910026,903.3538516,938.2756256,0,933.383997,0
sqlite-no-apcu,load-test.js,25,2,28.73236185558589,901.701593,935.0155582000001,0,929.1790569000001,0
sqlite-no-apcu,load-test.js,25,3,28.87013308871423,887.9816148,922.4646774,0,916.3031502,0
sqlite-no-apcu,load-test.js,50,1,28.89776451829649,1758.7890876,1868.630966299999,0,1860.7486430999995,0
sqlite-no-apcu,load-test.js,50,2,29.140904411602286,1757.3645697000002,1837.6998935499994,0,1831.1646850999996,0
sqlite-no-apcu,load-test.js,50,3,29.20634469896581,1752.1344754000002,1819.022513,0,1812.8410726,0
