run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
php8.4,load-test.js,5,1,18.965177959937538,246.722137,251.2496575,0,243.9125477,0
php8.4,load-test.js,5,2,18.970559264066676,245.6034141,252.05842585,0,244.81194244999992,0
php8.4,load-test.js,5,3,18.968859053987156,245.80699,253.090372,0,246.162611,0
php8.4,load-test.js,10,1,23.314687234795787,415.3668975,434.65270175,0,426.87882774999997,0
php8.4,load-test.js,10,2,22.911278465251048,411.24719200000004,428.1121525,0,421.1735271,0
php8.4,load-test.js,10,3,23.26650896579733,414.011104,429.09221399999996,0,422.0653188,0
php8.4,load-test.js,25,1,24.18009313332908,1029.5325,1091.0618221,0,1084.74317345,0
php8.4,load-test.js,25,2,24.01290278527888,1064.9400185,1099.3722125,0,1091.0673915,0
php8.4,load-test.js,25,3,23.956969751882664,1029.7458378,1090.8452446,0,1084.2783855500002,0
php8.4,load-test.js,50,1,24.45749924320228,2050.3533162,2155.3956879999996,0,2148.2648228499997,0
php8.4,load-test.js,50,2,24.42831193162819,2087.1303002000004,2164.9379354,0,2158.0639034,0
php8.4,load-test.js,50,3,24.334057401567836,2037.1323015,2165.2298449,0,2158.0516283499996,0
