run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
woo-11.0,load-test.js,5,1,18.412073223981945,253.2085932,263.02825839999997,0,256.26106880000003,0
woo-11.0,load-test.js,5,2,18.22000981293338,256.7968692,271.7116464,0,265.1571729999997,0
woo-11.0,load-test.js,5,3,18.494658113020662,251.940512,263.54259929999995,0,255.60581989999997,0
woo-11.0,load-test.js,10,1,22.412630341562497,433.5201158,451.24263625,0,444.69351685,0
woo-11.0,load-test.js,10,2,22.237369883800636,442.557608,466.170711,0,459.028987,0
woo-11.0,load-test.js,10,3,22.488632087839665,430.6792355,447.3020123,0,440.10743119999995,0
woo-11.0,load-test.js,25,1,23.216282320943417,1078.7310069999999,1133.3084299,0,1126.0601588,0
woo-11.0,load-test.js,25,2,23.076030425235675,1112.748497,1152.228467,0,1143.2930895,0
woo-11.0,load-test.js,25,3,23.11072449201357,1086.6176706,1154.4866762,0,1145.7398353999997,0
woo-11.0,load-test.js,50,1,23.37090957337051,2186.078062,2262.7637545999996,0,2255.6215428,0
woo-11.0,load-test.js,50,2,23.215939966627133,2188.217461,2279.699157,0,2267.496366,0
woo-11.0,load-test.js,50,3,23.17811688651427,2185.7506775,2263.741524,0,2254.59020075,0
