run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
php8.1,load-test.js,5,1,18.894156366194256,245.38545670000002,251.7892065,0,244.57290540000002,0
php8.1,load-test.js,5,2,18.929239024891306,246.6216355,254.72123525,0,247.0609575,0
php8.1,load-test.js,5,3,18.888686256439286,245.764281,252.97690459999998,0,245.695347,0
php8.1,load-test.js,10,1,23.202476262064568,415.7053791,438.3204972,0,431.29409615,0
php8.1,load-test.js,10,2,23.096334777193345,434.545888,453.10105450000003,0,446.21848250000005,0
php8.1,load-test.js,10,3,23.113077972954727,420.4619582,447.64275259999994,0,440.8869454,0
php8.1,load-test.js,25,1,23.925044541497915,1032.030843,1078.0381745,0,1071.1623571999999,0
php8.1,load-test.js,25,2,23.987566742961604,1057.4435074,1107.87643965,0,1100.85867285,0
php8.1,load-test.js,25,3,24.108879501457682,1035.7713896,1101.6411091999998,0,1091.3257589999998,0
php8.1,load-test.js,50,1,24.372792354511596,2059.690541,2163.92537765,0,2157.1373912,0
php8.1,load-test.js,50,2,24.243561216027263,2074.6317082,2193.1953637999995,0,2184.1593074999996,0
php8.1,load-test.js,50,3,24.322582110317494,2061.0630022,2206.1835282999996,0,2198.9414883,0
