run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
woo-10.9,load-test.js,5,1,19.315001479761257,244.9259389,254.26630379999997,0,249.1447765,0
woo-10.9,load-test.js,5,2,19.322565584984098,245.788976,257.583064,0,252.24590475,0
woo-10.9,load-test.js,5,3,19.35038293622587,243.615333,251.360741,0,245.700504,0
woo-10.9,load-test.js,10,1,22.492501175094898,432.901693,452.5742494,0,446.1886288,0
woo-10.9,load-test.js,10,2,22.459140823444162,435.8042339,454.77807525,0,448.9631488,0
woo-10.9,load-test.js,10,3,22.43983278237386,438.30599950000004,462.35587745,0,456.28525114999997,0
woo-10.9,load-test.js,25,1,23.17946231195894,1095.5091712,1145.6023658,0,1138.9819444,0
woo-10.9,load-test.js,25,2,23.269623963027605,1079.0732162,1136.3771164,0,1130.602474,0
woo-10.9,load-test.js,25,3,23.234929962323683,1082.0863318,1138.9648728,0,1133.424503,0
woo-10.9,load-test.js,50,1,23.385101778537894,2169.7094318000004,2247.0157161,0,2241.5622086,0
woo-10.9,load-test.js,50,2,23.424313771815996,2143.9873439000003,2259.3274009499996,0,2250.5756212499996,0
woo-10.9,load-test.js,50,3,23.583463167905105,2148.5831438,2240.7677601,0,2235.2301764,0
