run_name,script,vu,run,req_per_s,p90_ms,p95_ms,p99_ms,ttfb_p95_ms,error_rate
php8.5,load-test.js,5,1,18.99866170933345,245.0373719,254.7059175,0,247.9755794,0
php8.5,load-test.js,5,2,18.442011002310778,272.0468256000001,316.9277072,0,312.916134,0
php8.5,load-test.js,5,3,18.965394837116204,245.2051128,252.7004556,0,246.01061025,0
php8.5,load-test.js,10,1,23.268025567558695,412.6563582,432.79503854999984,0,425.4041496,0
php8.5,load-test.js,10,2,22.96056090398582,439.872615,459.751951,0,452.126691,0
php8.5,load-test.js,10,3,22.988171776397504,419.01025350000003,439.50760155,0,432.0701555499999,0
php8.5,load-test.js,25,1,23.295009756291158,1069.9755154,1122.4570661,0,1115.4871741000002,0
php8.5,load-test.js,25,2,23.273227325131035,1060.2139425,1103.344947,0,1097.06829825,0
php8.5,load-test.js,25,3,23.271715249689603,1064.9335936,1162.2649908,0,1154.707845,0
php8.5,load-test.js,50,1,23.98867625692213,2086.9858936,2193.0470247999997,0,2185.2099313999997,0
php8.5,load-test.js,50,2,24.394950654266104,2058.6168158,2172.2674407,0,2165.8856535,0
php8.5,load-test.js,50,3,24.455618716562125,2052.9815553999997,2176.43731145,0,2169.40083325,0
